"Some item of expenditure is under dispute. State the most appropriate action  to  book this expenditure.","Book to the accounts of the year to which it relates","Book to the accounts of the year in which final decision is taken","Book to the accounts of the year to which it relates and expedite the decision","Book to the accounts of the year in which final decision is taken though at the same all possible efforts should be made to
expedite the decision","Book to the accounts of the year in which final decision is taken though at the same all possible efforts should be made to
expedite the decision"
"Comment  on  the  following  actions.1.  One CFA  has  sanctioned  pension  to  a  retiring person   in   excess   of   amount   admissible under  rules,  keeping  in  view  of  the  good services  rendered  by  the  individual.2.  One CFA  has  sanctioned  New  Kind  of  furniture to a unit.","Both 1 and 2 are correct","Both 1 and 2 are wrong","1 is correct, 2 is wrong","2 is correct, 1 is wrong","Both 1 and 2 are wrong"
"Which of the following statements is more correct","Orders of GOI take effect from the date they bear","Orders of GOI always take effect from the specified date","Orders of GOI take effect from the date they bear unless otherwise specified","None","Orders of GOI take effect from the date they bear unless otherwise specified"
"Expand A.R.O.","Assistant Recruiting Officer","Additional Recruiting Officer","Army Record Officer","Army Recruiting Officer","Assistant Recruiting Officer"
"Who    will    give    permission    to    a    DAD employee    seeking    part    time    services elsewhere  like  broadcasting  of  the  nature other   than   those   of   literary,   artistic   or scientific character?","CDA","CGDA","MOD","No permission is required","CGDA"
"A Repeat order can be placed by executive","With prior concurrence of IFA subject to fulfilment of stipulated conditions","Within 6 months from the date of original order without IFA concurrence","For full quantity upto
1.5 lakhs","After ensuring that there is no down trend in prices","With prior concurrence of IFA subject to fulfilment of stipulated conditions"
"Expand PPP","Perspective Procurement Plan","Perpetual Procurement Plan","Priority Procurement Plan","Preferential Procurement Plan","Priority Procurement Plan"
"CFA can conclude a contract for a period of","1 year","3 years with the permission of next higher CFA","Beyond 3 years with the sanction of Government of India","All the three","All the three"
"What  are  the  points  to  be  kept  in  mind while procuring the Computer Systems","To purchase the latest system","To purchase in bulk to seek volume discount","To Procure systems where upgradation is possible","All the three","All the three"
"What is the maximum escalation cost that can be incurred in a maintenance contract",0.05,0.1,0.15,0.2,0.1
"State  the  correct  Procurement  Policy  by rearranging     the     following     preferential order   when   quality   is   same.1.   Articles Manufactured  abroad  which  need  to  be imported  2.  Articles  wholly  (or)  partially manufactured    in    India    from    Imported material 3. Articles of Foreign Manufacture held in stock in India 4. Articles produced in India   in   the   form   of   Raw   Material   Or Manufactured  in  India  from  Raw  Material produced in India","1,2,3, 4","4,2;3;1","4,2,1, 3","4,2,3,1","4,2;3;1"
"A Regional CDA has reduced the amount of Cash  Assignment  since  it  may  prove  much in excess of requirements of the Disbursing Officer","Action taken by CDA is not in order","Action taken by CDA is in order","He should obtain permission of higher authorities","He should consult the disbursing officer before doing so","Action taken by CDA is in order"
"Pick  out  the  correct  statements  from  the following:  -  1.  Calling  for  tenders  is  not necessary   while   purchasing   the   articles produced  by  Jail  or  Forest  departments  at same  rate  as  Market  price.2.  Contract  can be entered into with a Minor.3. Sanction of next  higher  CFA  is   required  to  enhance contract  rates.  4.  Comparative  Statement of Tenders is prepared by the audit officer","All the four correct","1, 2 are correct","3, 4 are correct","1,3 are correct","1,3 are correct"
"Can  a  civilian  officer  attend  to  a  Military court of inquiry","He may be asked to assist but will not as a member of such court","He may participate as a member","Depends upon the circumstances of each case","He shall obtain the permission of Head Office","He may be asked to assist but will not as a member of such court"
"CO of a unit deposited public fund into his personal  account  stating  that  the  same  is kept   under   safe   and   personal   custody. Comment","In order","Not in order","Prior permission of higher authorities required","Prior permission of CDA required","Not in order"
"HQ SC Pune referred a question relating to the   interpretation   of   the   orders   of   GOI involving   financial   consideration   without making reference to PCDA SC. Comment","In order","Not in Order","He can refer with proper justification","He can refer in general matters","Not in Order"
"An  Officer   responsible   to  collect  certain Government  dues  has  rejected  a  cheque received on the due date of receipt of  the said dues. Comment","In order","Not In Order","He should obtain permission of higher authorities","Prior permission of CDA required","In order"
"How    many    payments    on    account    of advance of pay can be made from Imprest to the same individual in a day?","Only One","Two","As decided by the Imprest Holder","More than one with prior permission of CDA","Only One"
"One  Defence  personnel  drawn  the  entire amount  of  leave  pay  while  proceeding  on leave  pending  retirement  and  died  before expiry  of  leave.  What  action  would  you suggest?","To be recovered","Option to be given to the NOK to pay back","Amount shall be treated as written off","None","Amount shall be treated as written off"
"A cheque submitted by a tenderer has been dishonored by his bank. What action would you suggest the Executive?","Give back the Cheque to Tenderer","Ask him to deposit cash","Take back the acknowledgment given earlier to him","All the three","All the three"
"Sub    ordinate    officers    are    required    to exercise   control   over   expenditure   under
?","All the heads","CCH","LCH","None","LCH"
"EDP Stands For","Electronic Detail Procedure","Electronic Daily Progress","Electronic Data Processing","None of These","Electronic Data Processing"
"Pay  and  allowances  are  payable  ordinarily on  the   unless  prescribed  differently under orders?","30th of the month","Last working day of the month","First working day of the following month","As decided by Controlling Officer","Last working day of the month"
"Certificate  for  lost  voucher  is  rendered  as per provisions contained in ?","Para 43 of FR Part I Vol. I","Para 43 of FR Part I Vol.
II","Para 43 of FR Part II","Para 43 of MESR","Para 43 of FR Part II"
"Expenditure on printing of question papers for  Army  Educational  organization  is  met out of ?","ATG","TTG","ETG","TTIEG","ETG"
"Systematic overtime refers to","Overtime performed as a routine","Overtime performed when required","Overtime performed beyond 14 consecutive calendar day","Overtime performed without authority","Overtime performed beyond 14 consecutive calendar day"
"When cash balances of following funds are kept  in  one  treasure  chest  and  there  is  a deficiency of cash noticed, which will have first claim?","Public funds","Regimental funds","Both 50-50","As decided by Executive","Public funds"
"Which of the following days is treated as a working  day  in  respect  of  a  Government employee   for   the   purpose   of   pay   and allowances?","Day of death","day on which retiring on superannuation","Both","None","Both"
"Expand FIPI?","Field training in practical Institutions","Field Instructions on Payments out of Imprest","Field Imprest Payment Instructions","Field Imprest Procedures and Instructions","Field Imprest Payment Instructions"
